Marketing Year,Week No,Commodity,Flow,Country,Port,Tons
2022/23,25,Yellow Maize,RSA Export,LESOTHO,,144
2022/23,25,Yellow Maize,RSA Export,MOZAMBIQUE,,683
2022/23,25,Yellow Maize,RSA Export,NAMIBIA,,898
2022/23,25,Yellow Maize,RSA Export,"TAIWAN, PROV OF CHINA",,2477
2022/23,25,Yellow Maize,RSA Export,VIETNAM,,52718
2022/23,26,White Maize,RSA Export,BOTSWANA,,4195
2022/23,26,White Maize,RSA Export,LESOTHO,,2753
2022/23,26,White Maize,RSA Export,MOZAMBIQUE,,1268
2022/23,26,Yellow Maize,Export per Harbour,,Durban,52007
2022/23,26,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2350
2022/23,26,Yellow Maize,RSA Export,LESOTHO,,265
2022/23,26,Yellow Maize,RSA Export,MOZAMBIQUE,,635
2022/23,26,Yellow Maize,RSA Export,NAMIBIA,,863
2022/23,26,Yellow Maize,RSA Export,SAUDI ARABIA,,506
2022/23,26,Yellow Maize,RSA Export,"TAIWAN, PROV OF CHINA",,51501
2022/23,27,White Maize,RSA Export,BOTSWANA,,2949
2022/23,27,White Maize,RSA Export,ESWATINI (SWAZILAND),,449
2022/23,27,White Maize,RSA Export,LESOTHO,,2502
2022/23,27,White Maize,RSA Export,MOZAMBIQUE,,693
2022/23,27,White Maize,RSA Export,ZIMBABWE,,1364
2022/23,27,Yellow Maize,Export per Harbour,,Durban,51648
2022/23,27,Yellow Maize,RSA Export,BOTSWANA,,32
2022/23,27,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1894
2022/23,27,Yellow Maize,RSA Export,LESOTHO,,271
2022/23,27,Yellow Maize,RSA Export,MOZAMBIQUE,,901
2022/23,27,Yellow Maize,RSA Export,NAMIBIA,,1607
2022/23,27,Yellow Maize,RSA Export,"TAIWAN, PROV OF CHINA",,51648
2022/23,28,White Maize,RSA Export,BOTSWANA,,3943
2022/23,28,White Maize,RSA Export,ESWATINI (SWAZILAND),,689
2022/23,28,White Maize,RSA Export,LESOTHO,,710
2022/23,28,White Maize,RSA Export,MOZAMBIQUE,,582
2022/23,28,White Maize,RSA Export,ZIMBABWE,,880
2022/23,28,Yellow Maize,Export per Harbour,,Durban,1983
2022/23,28,Yellow Maize,RSA Export,ANGOLA,,1983
2022/23,28,Yellow Maize,RSA Export,BOTSWANA,,100
2022/23,28,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2267
2022/23,28,Yellow Maize,RSA Export,LESOTHO,,432
2022/23,28,Yellow Maize,RSA Export,MOZAMBIQUE,,1473
2022/23,28,Yellow Maize,RSA Export,NAMIBIA,,984
2022/23,29,White Maize,Export per Harbour,,Durban,20442
2022/23,29,White Maize,RSA Export,BOTSWANA,,4551
2022/23,29,White Maize,RSA Export,ESWATINI (SWAZILAND),,1412
2022/23,29,White Maize,RSA Export,LESOTHO,,680
2022/23,29,White Maize,RSA Export,MEXICO,,20442
2022/23,29,White Maize,RSA Export,MOZAMBIQUE,,1351
2022/23,29,White Maize,RSA Export,ZIMBABWE,,3074
2022/23,29,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1794
2022/23,29,Yellow Maize,RSA Export,LESOTHO,,814
2022/23,29,Yellow Maize,RSA Export,MOZAMBIQUE,,1106
2022/23,29,Yellow Maize,RSA Export,NAMIBIA,,1096
2022/23,30,White Maize,Export per Harbour,,Durban,23558
2022/23,30,White Maize,RSA Export,BOTSWANA,,3725
2022/23,30,White Maize,RSA Export,ESWATINI (SWAZILAND),,1417
2022/23,30,White Maize,RSA Export,LESOTHO,,683
2022/23,30,White Maize,RSA Export,MEXICO,,23558
2022/23,30,White Maize,RSA Export,MOZAMBIQUE,,1224
2022/23,30,White Maize,RSA Export,ZIMBABWE,,452
2022/23,30,Yellow Maize,Export per Harbour,,Durban,2054
2022/23,30,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,3011
2022/23,30,Yellow Maize,RSA Export,LESOTHO,,880
2022/23,30,Yellow Maize,RSA Export,MOZAMBIQUE,,2055
2022/23,30,Yellow Maize,RSA Export,NAMIBIA,,1549
2022/23,30,Yellow Maize,RSA Export,SAUDI ARABIA,,2054
2022/23,31,White Maize,Export per Harbour,,Durban,29287
2022/23,31,White Maize,RSA Export,BOTSWANA,,4837
2022/23,31,White Maize,RSA Export,ESWATINI (SWAZILAND),,1185
2022/23,31,White Maize,RSA Export,LESOTHO,,11
2022/23,31,White Maize,RSA Export,MEXICO,,29287
2022/23,31,White Maize,RSA Export,MOZAMBIQUE,,1396
2022/23,31,White Maize,RSA Export,ZIMBABWE,,489
2022/23,31,Yellow Maize,RSA Export,BOTSWANA,,32
2022/23,31,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2455
2022/23,31,Yellow Maize,RSA Export,LESOTHO,,132
2022/23,31,Yellow Maize,RSA Export,MOZAMBIQUE,,1860
2022/23,31,Yellow Maize,RSA Export,NAMIBIA,,1117
2022/23,32,White Maize,Export per Harbour,,Durban,29740
2022/23,32,White Maize,RSA Export,BOTSWANA,,3452
2022/23,32,White Maize,RSA Export,ESWATINI (SWAZILAND),,944
2022/23,32,White Maize,RSA Export,HONDURAS,,25000
2022/23,32,White Maize,RSA Export,LESOTHO,,447
2022/23,32,White Maize,RSA Export,MEXICO,,4740
2022/23,32,White Maize,RSA Export,MOZAMBIQUE,,2014
2022/23,32,White Maize,RSA Export,NAMIBIA,,4702
2022/23,32,White Maize,RSA Export,ZIMBABWE,,2328
2022/23,32,Yellow Maize,RSA Export,BOTSWANA,,460
2022/23,32,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2464
2022/23,32,Yellow Maize,RSA Export,LESOTHO,,3
2022/23,32,Yellow Maize,RSA Export,MOZAMBIQUE,,1529
2022/23,32,Yellow Maize,RSA Export,NAMIBIA,,559
2022/23,33,White Maize,Export per Harbour,,Durban,7031
2022/23,33,White Maize,RSA Export,BOTSWANA,,3428
2022/23,33,White Maize,RSA Export,ESWATINI (SWAZILAND),,671
2022/23,33,White Maize,RSA Export,LESOTHO,,55
2022/23,33,White Maize,RSA Export,MEXICO,,7031
2022/23,33,White Maize,RSA Export,MOZAMBIQUE,,2671
2022/23,33,White Maize,RSA Export,NAMIBIA,,5943
2022/23,33,Yellow Maize,RSA Export,BOTSWANA,,1503
2022/23,33,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2095
2022/23,33,Yellow Maize,RSA Export,LESOTHO,,136
2022/23,33,Yellow Maize,RSA Export,MOZAMBIQUE,,803
2022/23,33,Yellow Maize,RSA Export,NAMIBIA,,320
2022/23,34,White Maize,Export per Harbour,,Durban,4251
2022/23,34,White Maize,RSA Export,BOTSWANA,,3690
2022/23,34,White Maize,RSA Export,ESWATINI (SWAZILAND),,1269
2022/23,34,White Maize,RSA Export,MEXICO,,4251
2022/23,34,White Maize,RSA Export,MOZAMBIQUE,,1794
2022/23,34,White Maize,RSA Export,NAMIBIA,,3665
2022/23,34,White Maize,RSA Export,ZIMBABWE,,1026
2022/23,34,Yellow Maize,RSA Export,BOTSWANA,,1766
2022/23,34,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2509
2022/23,34,Yellow Maize,RSA Export,LESOTHO,,201
2022/23,34,Yellow Maize,RSA Export,MOZAMBIQUE,,620
2022/23,34,Yellow Maize,RSA Export,NAMIBIA,,106
2022/23,35,White Maize,Export per Harbour,,Durban,27595
2022/23,35,White Maize,RSA Export,BOTSWANA,,1860
2022/23,35,White Maize,RSA Export,ESWATINI (SWAZILAND),,432
2022/23,35,White Maize,RSA Export,ITALY,,27595
2022/23,35,White Maize,RSA Export,LESOTHO,,1662
2022/23,35,White Maize,RSA Export,MOZAMBIQUE,,629
2022/23,35,White Maize,RSA Export,NAMIBIA,,1718
2022/23,35,White Maize,RSA Export,ZIMBABWE,,1547
2022/23,35,Yellow Maize,RSA Export,BOTSWANA,,1085
2022/23,35,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1041
2022/23,35,Yellow Maize,RSA Export,LESOTHO,,96
2022/23,35,Yellow Maize,RSA Export,MOZAMBIQUE,,698
2022/23,35,Yellow Maize,RSA Export,NAMIBIA,,668
2022/23,36,White Maize,Export per Harbour,,Durban,29475
2022/23,36,White Maize,RSA Export,BOTSWANA,,1993
2022/23,36,White Maize,RSA Export,ESWATINI (SWAZILAND),,1047
2022/23,36,White Maize,RSA Export,ITALY,,12405
2022/23,36,White Maize,RSA Export,MEXICO,,17070
2022/23,36,White Maize,RSA Export,MOZAMBIQUE,,713
2022/23,36,White Maize,RSA Export,NAMIBIA,,4281
2022/23,36,White Maize,RSA Export,ZIMBABWE,,3065
2022/23,36,Yellow Maize,RSA Export,BOTSWANA,,1103
2022/23,36,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2575
2022/23,36,Yellow Maize,RSA Export,LESOTHO,,69
2022/23,36,Yellow Maize,RSA Export,MOZAMBIQUE,,382
2022/23,36,Yellow Maize,RSA Export,NAMIBIA,,176
2022/23,37,White Maize,Export per Harbour,,Durban,36121
2022/23,37,White Maize,RSA Export,BOTSWANA,,3663
2022/23,37,White Maize,RSA Export,ESWATINI (SWAZILAND),,1827
2022/23,37,White Maize,RSA Export,LESOTHO,,304
2022/23,37,White Maize,RSA Export,MEXICO,,36121
2022/23,37,White Maize,RSA Export,MOZAMBIQUE,,2744
2022/23,37,White Maize,RSA Export,NAMIBIA,,5673
2022/23,37,White Maize,RSA Export,ZIMBABWE,,1536
2022/23,37,Yellow Maize,RSA Export,BOTSWANA,,1554
2022/23,37,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2795
2022/23,37,Yellow Maize,RSA Export,LESOTHO,,3
2022/23,37,Yellow Maize,RSA Export,MOZAMBIQUE,,1699
2022/23,37,Yellow Maize,RSA Export,NAMIBIA,,285
2022/23,37,Yellow Maize,RSA Export,ZIMBABWE,,64
2022/23,38,White Maize,Export per Harbour,,Durban,18415
2022/23,38,White Maize,RSA Export,BOTSWANA,,4983
2022/23,38,White Maize,RSA Export,ESWATINI (SWAZILAND),,2395
2022/23,38,White Maize,RSA Export,LESOTHO,,541
2022/23,38,White Maize,RSA Export,MEXICO,,18415
2022/23,38,White Maize,RSA Export,MOZAMBIQUE,,388
2022/23,38,White Maize,RSA Export,NAMIBIA,,4822
2022/23,38,White Maize,RSA Export,ZIMBABWE,,2606
2022/23,38,Yellow Maize,RSA Export,BOTSWANA,,1307
2022/23,38,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2425
2022/23,38,Yellow Maize,RSA Export,LESOTHO,,5
2022/23,38,Yellow Maize,RSA Export,MOZAMBIQUE,,1660
2022/23,38,Yellow Maize,RSA Export,NAMIBIA,,203
2022/23,38,Yellow Maize,RSA Export,ZIMBABWE,,104
2022/23,39,White Maize,Export per Harbour,,Durban,50100
2022/23,39,White Maize,RSA Export,BOTSWANA,,5502
2022/23,39,White Maize,RSA Export,ESWATINI (SWAZILAND),,1218
2022/23,39,White Maize,RSA Export,LESOTHO,,3249
2022/23,39,White Maize,RSA Export,MEXICO,,50100
2022/23,39,White Maize,RSA Export,MOZAMBIQUE,,886
2022/23,39,White Maize,RSA Export,NAMIBIA,,4488
2022/23,39,White Maize,RSA Export,ZIMBABWE,,4576
2022/23,39,Yellow Maize,RSA Export,BOTSWANA,,1384
2022/23,39,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1248
2022/23,39,Yellow Maize,RSA Export,LESOTHO,,11
2022/23,39,Yellow Maize,RSA Export,MOZAMBIQUE,,1374
2022/23,39,Yellow Maize,RSA Export,NAMIBIA,,420
2022/23,39,Yellow Maize,RSA Export,ZIMBABWE,,781
2022/23,40,White Maize,Export per Harbour,,Durban,41651
2022/23,40,White Maize,RSA Export,BOTSWANA,,5021
2022/23,40,White Maize,RSA Export,ESWATINI (SWAZILAND),,309
2022/23,40,White Maize,RSA Export,ITALY,,41651
2022/23,40,White Maize,RSA Export,LESOTHO,,648
2022/23,40,White Maize,RSA Export,MOZAMBIQUE,,416
2022/23,40,White Maize,RSA Export,NAMIBIA,,3467
2022/23,40,White Maize,RSA Export,ZIMBABWE,,2091
2022/23,40,Yellow Maize,Export per Harbour,,Durban,983
2022/23,40,Yellow Maize,RSA Export,BOTSWANA,,1627
2022/23,40,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,957
2022/23,40,Yellow Maize,RSA Export,ITALY,,983
2022/23,40,Yellow Maize,RSA Export,MOZAMBIQUE,,1527
2022/23,40,Yellow Maize,RSA Export,NAMIBIA,,165
2022/23,40,Yellow Maize,RSA Export,ZIMBABWE,,376
2022/23,41,White Maize,RSA Export,BOTSWANA,,4508
2022/23,41,White Maize,RSA Export,ESWATINI (SWAZILAND),,1041
2022/23,41,White Maize,RSA Export,LESOTHO,,1005
2022/23,41,White Maize,RSA Export,MOZAMBIQUE,,867
2022/23,41,White Maize,RSA Export,NAMIBIA,,4433
2022/23,41,White Maize,RSA Export,ZIMBABWE,,2709
2022/23,41,Yellow Maize,RSA Export,BOTSWANA,,1586
2022/23,41,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1834
2022/23,41,Yellow Maize,RSA Export,LESOTHO,,11
2022/23,41,Yellow Maize,RSA Export,MOZAMBIQUE,,1497
2022/23,41,Yellow Maize,RSA Export,NAMIBIA,,174
2022/23,41,Yellow Maize,RSA Export,ZIMBABWE,,751
2022/23,42,White Maize,Export per Harbour,,Durban,27460
2022/23,42,White Maize,RSA Export,BOTSWANA,,4837
2022/23,42,White Maize,RSA Export,ESWATINI (SWAZILAND),,1930
2022/23,42,White Maize,RSA Export,LESOTHO,,1018
2022/23,42,White Maize,RSA Export,MEXICO,,27460
2022/23,42,White Maize,RSA Export,MOZAMBIQUE,,1080
2022/23,42,White Maize,RSA Export,NAMIBIA,,4394
2022/23,42,White Maize,RSA Export,ZIMBABWE,,4287
2022/23,42,Yellow Maize,Export per Harbour,,Durban,807
2022/23,42,Yellow Maize,RSA Export,BOTSWANA,,828
2022/23,42,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1637
2022/23,42,Yellow Maize,RSA Export,ITALY,,807
2022/23,42,Yellow Maize,RSA Export,MOZAMBIQUE,,1483
2022/23,42,Yellow Maize,RSA Export,NAMIBIA,,211
2022/23,42,Yellow Maize,RSA Export,ZIMBABWE,,1067
2022/23,43,White Maize,Export per Harbour,,Durban,42531
2022/23,43,White Maize,RSA Export,BOTSWANA,,4694
2022/23,43,White Maize,RSA Export,ESWATINI (SWAZILAND),,1630
2022/23,43,White Maize,RSA Export,KENYA,,1761
2022/23,43,White Maize,RSA Export,"KOREA, REP OF",,24991
2022/23,43,White Maize,RSA Export,LESOTHO,,3945
2022/23,43,White Maize,RSA Export,MEXICO,,17540
2022/23,43,White Maize,RSA Export,MOZAMBIQUE,,1597
2022/23,43,White Maize,RSA Export,NAMIBIA,,4439
2022/23,43,White Maize,RSA Export,ZIMBABWE,,6849
2022/23,43,Yellow Maize,Export per Harbour,,Durban,50146
2022/23,43,Yellow Maize,RSA Export,BOTSWANA,,557
2022/23,43,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1481
2022/23,43,Yellow Maize,RSA Export,JAPAN,,50146
2022/23,43,Yellow Maize,RSA Export,LESOTHO,,7
2022/23,43,Yellow Maize,RSA Export,MOZAMBIQUE,,1343
2022/23,43,Yellow Maize,RSA Export,NAMIBIA,,184
2022/23,43,Yellow Maize,RSA Export,ZIMBABWE,,5
2022/23,44,White Maize,Export per Harbour,,Durban,43977
2022/23,44,White Maize,Export per Harbour,,East London,37000
2022/23,44,White Maize,RSA Export,BOTSWANA,,4203
2022/23,44,White Maize,RSA Export,ESWATINI (SWAZILAND),,740
2022/23,44,White Maize,RSA Export,GUATEMALA,,17000
2022/23,44,White Maize,RSA Export,HONDURAS,,20000
2022/23,44,White Maize,RSA Export,ITALY,,12434
2022/23,44,White Maize,RSA Export,KENYA,,4170
2022/23,44,White Maize,RSA Export,"KOREA, REP OF",,26509
2022/23,44,White Maize,RSA Export,LESOTHO,,2185
2022/23,44,White Maize,RSA Export,MEXICO,,5034
2022/23,44,White Maize,RSA Export,MOZAMBIQUE,,1142
2022/23,44,White Maize,RSA Export,NAMIBIA,,3719
2022/23,44,White Maize,RSA Export,ZIMBABWE,,5073
2022/23,44,Yellow Maize,Export per Harbour,,Durban,2231
2022/23,44,Yellow Maize,RSA Export,BOTSWANA,,1362
2022/23,44,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1786
2022/23,44,Yellow Maize,RSA Export,ITALY,,2231
2022/23,44,Yellow Maize,RSA Export,MOZAMBIQUE,,621
2022/23,44,Yellow Maize,RSA Export,NAMIBIA,,305
2022/23,44,Yellow Maize,RSA Export,ZIMBABWE,,809
2022/23,45,White Maize,Export per Harbour,,Durban,67059
2022/23,45,White Maize,Export per Harbour,,East London,6622
2022/23,45,White Maize,RSA Export,BOTSWANA,,2821
2022/23,45,White Maize,RSA Export,ESWATINI (SWAZILAND),,683
2022/23,45,White Maize,RSA Export,GUATEMALA,,4811
2022/23,45,White Maize,RSA Export,HONDURAS,,1811
2022/23,45,White Maize,RSA Export,ITALY,,31566
2022/23,45,White Maize,RSA Export,KENYA,,4974
2022/23,45,White Maize,RSA Export,LESOTHO,,1359
2022/23,45,White Maize,RSA Export,MEXICO,,35493
2022/23,45,White Maize,RSA Export,MOZAMBIQUE,,618
2022/23,45,White Maize,RSA Export,NAMIBIA,,5975
2022/23,45,White Maize,RSA Export,ZIMBABWE,,1712
2022/23,45,Yellow Maize,RSA Export,BOTSWANA,,1110
2022/23,45,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,978
2022/23,45,Yellow Maize,RSA Export,MOZAMBIQUE,,959
2022/23,45,Yellow Maize,RSA Export,NAMIBIA,,242
2022/23,45,Yellow Maize,RSA Export,ZIMBABWE,,1167
2022/23,46,White Maize,Export per Harbour,,Durban,47500
2022/23,46,White Maize,RSA Export,BOTSWANA,,3375
2022/23,46,White Maize,RSA Export,ESWATINI (SWAZILAND),,1747
2022/23,46,White Maize,RSA Export,ITALY,,47500
2022/23,46,White Maize,RSA Export,KENYA,,6367
2022/23,46,White Maize,RSA Export,LESOTHO,,1552
2022/23,46,White Maize,RSA Export,MOZAMBIQUE,,1020
2022/23,46,White Maize,RSA Export,NAMIBIA,,5495
2022/23,46,White Maize,RSA Export,ZIMBABWE,,7767
2022/23,46,Yellow Maize,RSA Export,BOTSWANA,,1300
2022/23,46,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1311
2022/23,46,Yellow Maize,RSA Export,MOZAMBIQUE,,1262
2022/23,46,Yellow Maize,RSA Export,NAMIBIA,,362
2022/23,46,Yellow Maize,RSA Export,ZIMBABWE,,647
2022/23,47,White Maize,Export per Harbour,,Durban,18000
2022/23,47,White Maize,RSA Export,BOTSWANA,,3663
2022/23,47,White Maize,RSA Export,ESWATINI (SWAZILAND),,741
2022/23,47,White Maize,RSA Export,KENYA,,20906
2022/23,47,White Maize,RSA Export,LESOTHO,,920
2022/23,47,White Maize,RSA Export,MOZAMBIQUE,,1187
2022/23,47,White Maize,RSA Export,NAMIBIA,,4924
2022/23,47,White Maize,RSA Export,ZIMBABWE,,5016
2022/23,47,Yellow Maize,RSA Export,BOTSWANA,,810
2022/23,47,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1014
2022/23,47,Yellow Maize,RSA Export,MOZAMBIQUE,,540
2022/23,47,Yellow Maize,RSA Export,NAMIBIA,,253
2022/23,47,Yellow Maize,RSA Export,ZIMBABWE,,472
2022/23,48,White Maize,Export per Harbour,,Durban,67336
2022/23,48,White Maize,RSA Export,BOTSWANA,,2898
2022/23,48,White Maize,RSA Export,ESWATINI (SWAZILAND),,781
2022/23,48,White Maize,RSA Export,KENYA,,48868
2022/23,48,White Maize,RSA Export,"KOREA, REP OF",,19336
2022/23,48,White Maize,RSA Export,LESOTHO,,4924
2022/23,48,White Maize,RSA Export,MOZAMBIQUE,,3106
2022/23,48,White Maize,RSA Export,NAMIBIA,,6952
2022/23,48,White Maize,RSA Export,ZIMBABWE,,15625
2022/23,48,Yellow Maize,Export per Harbour,,Durban,5544
2022/23,48,Yellow Maize,RSA Export,BOTSWANA,,654
2022/23,48,Yellow Maize,RSA Export,CHINA,,5544
2022/23,48,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2205
2022/23,48,Yellow Maize,RSA Export,LESOTHO,,11
2022/23,48,Yellow Maize,RSA Export,MOZAMBIQUE,,1229
2022/23,48,Yellow Maize,RSA Export,NAMIBIA,,454
2022/23,48,Yellow Maize,RSA Export,ZIMBABWE,,770
2022/23,49,White Maize,Export per Harbour,,Durban,24664
2022/23,49,White Maize,RSA Export,BOTSWANA,,1532
2022/23,49,White Maize,RSA Export,ESWATINI (SWAZILAND),,1087
2022/23,49,White Maize,RSA Export,"KOREA, REP OF",,24664
2022/23,49,White Maize,RSA Export,LESOTHO,,500
2022/23,49,White Maize,RSA Export,MOZAMBIQUE,,886
2022/23,49,White Maize,RSA Export,NAMIBIA,,4342
2022/23,49,White Maize,RSA Export,ZIMBABWE,,6449
2022/23,49,Yellow Maize,Export per Harbour,,Durban,75908
2022/23,49,Yellow Maize,RSA Export,BOTSWANA,,713
2022/23,49,Yellow Maize,RSA Export,CHINA,,75908
2022/23,49,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1400
2022/23,49,Yellow Maize,RSA Export,LESOTHO,,6
2022/23,49,Yellow Maize,RSA Export,MOZAMBIQUE,,835
2022/23,49,Yellow Maize,RSA Export,NAMIBIA,,464
2022/23,49,Yellow Maize,RSA Export,ZIMBABWE,,535
2022/23,50,White Maize,RSA Export,BOTSWANA,,2199
2022/23,50,White Maize,RSA Export,ESWATINI (SWAZILAND),,1290
2022/23,50,White Maize,RSA Export,LESOTHO,,769
2022/23,50,White Maize,RSA Export,MOZAMBIQUE,,1288
2022/23,50,White Maize,RSA Export,NAMIBIA,,3969
2022/23,50,White Maize,RSA Export,ZIMBABWE,,4756
2022/23,50,Yellow Maize,Export per Harbour,,Durban,26652
2022/23,50,Yellow Maize,RSA Export,BOTSWANA,,1053
2022/23,50,Yellow Maize,RSA Export,CHINA,,26652
2022/23,50,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2099
2022/23,50,Yellow Maize,RSA Export,LESOTHO,,6
2022/23,50,Yellow Maize,RSA Export,MOZAMBIQUE,,1632
2022/23,50,Yellow Maize,RSA Export,NAMIBIA,,460
2022/23,50,Yellow Maize,RSA Export,ZIMBABWE,,264
2022/23,51,White Maize,RSA Export,BOTSWANA,,3416
2022/23,51,White Maize,RSA Export,ESWATINI (SWAZILAND),,958
2022/23,51,White Maize,RSA Export,LESOTHO,,1132
2022/23,51,White Maize,RSA Export,MOZAMBIQUE,,1950
2022/23,51,White Maize,RSA Export,NAMIBIA,,5006
2022/23,51,White Maize,RSA Export,ZIMBABWE,,8066
2022/23,51,Yellow Maize,Export per Harbour,,Durban,100221
2022/23,51,Yellow Maize,RSA Export,BOTSWANA,,1625
2022/23,51,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1789
2022/23,51,Yellow Maize,RSA Export,LESOTHO,,38
2022/23,51,Yellow Maize,RSA Export,MOZAMBIQUE,,1507
2022/23,51,Yellow Maize,RSA Export,NAMIBIA,,927
2022/23,51,Yellow Maize,RSA Export,"TAIWAN, PROV OF CHINA",,100221
2022/23,51,Yellow Maize,RSA Export,ZIMBABWE,,202
2022/23,52,White Maize,RSA Export,BOTSWANA,,2974
2022/23,52,White Maize,RSA Export,ESWATINI (SWAZILAND),,886
2022/23,52,White Maize,RSA Export,LESOTHO,,3838
2022/23,52,White Maize,RSA Export,MOZAMBIQUE,,1717
2022/23,52,White Maize,RSA Export,NAMIBIA,,3823
2022/23,52,White Maize,RSA Export,ZIMBABWE,,12377
2022/23,52,Yellow Maize,Export per Harbour,,Durban,56998
2022/23,52,Yellow Maize,RSA Export,BOTSWANA,,1608
2022/23,52,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1894
2022/23,52,Yellow Maize,RSA Export,"KOREA, REP OF",,25006
2022/23,52,Yellow Maize,RSA Export,LESOTHO,,4
2022/23,52,Yellow Maize,RSA Export,MOZAMBIQUE,,1540
2022/23,52,Yellow Maize,RSA Export,NAMIBIA,,845
2022/23,52,Yellow Maize,RSA Export,"TAIWAN, PROV OF CHINA",,31992
2022/23,52,Yellow Maize,RSA Export,ZIMBABWE,,1134
2023/24,1,White Maize,RSA Export,BOTSWANA,,3365
2023/24,1,White Maize,RSA Export,ESWATINI (SWAZILAND),,1924
2023/24,1,White Maize,RSA Export,LESOTHO,,488
2023/24,1,White Maize,RSA Export,MOZAMBIQUE,,234
2023/24,1,White Maize,RSA Export,ZIMBABWE,,4137
2023/24,1,Yellow Maize,Export per Harbour,,Durban,33570
2023/24,1,Yellow Maize,RSA Export,BOTSWANA,,645
2023/24,1,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,973
2023/24,1,Yellow Maize,RSA Export,MOZAMBIQUE,,559
2023/24,1,Yellow Maize,RSA Export,NAMIBIA,,680
2023/24,1,Yellow Maize,RSA Export,"TAIWAN, PROV OF CHINA",,33570
2023/24,1,Yellow Maize,RSA Export,ZIMBABWE,,478
2023/24,2,White Maize,RSA Export,BOTSWANA,,5806
2023/24,2,White Maize,RSA Export,ESWATINI (SWAZILAND),,1224
2023/24,2,White Maize,RSA Export,LESOTHO,,4660
2023/24,2,White Maize,RSA Export,MOZAMBIQUE,,1115
2023/24,2,White Maize,RSA Export,ZIMBABWE,,4784
2023/24,2,Yellow Maize,Export per Harbour,,Durban,29994
2023/24,2,Yellow Maize,RSA Export,BOTSWANA,,205
2023/24,2,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1544
2023/24,2,Yellow Maize,RSA Export,"KOREA, REP OF",,29994
2023/24,2,Yellow Maize,RSA Export,MOZAMBIQUE,,935
2023/24,2,Yellow Maize,RSA Export,NAMIBIA,,1110
2023/24,3,White Maize,RSA Export,BOTSWANA,,5084
2023/24,3,White Maize,RSA Export,ESWATINI (SWAZILAND),,533
2023/24,3,White Maize,RSA Export,MOZAMBIQUE,,587
2023/24,3,White Maize,RSA Export,ZIMBABWE,,4116
2023/24,3,Yellow Maize,Export per Harbour,,Durban,36877
2023/24,3,Yellow Maize,RSA Export,BOTSWANA,,66
2023/24,3,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,632
2023/24,3,Yellow Maize,RSA Export,MOZAMBIQUE,,1869
2023/24,3,Yellow Maize,RSA Export,NAMIBIA,,994
2023/24,3,Yellow Maize,RSA Export,"TAIWAN, PROV OF CHINA",,36877
2023/24,3,Yellow Maize,RSA Export,ZIMBABWE,,495
2023/24,4,White Maize,RSA Export,BOTSWANA,,6686
2023/24,4,White Maize,RSA Export,ESWATINI (SWAZILAND),,998
2023/24,4,White Maize,RSA Export,MOZAMBIQUE,,742
2023/24,4,White Maize,RSA Export,ZIMBABWE,,3697
2023/24,4,Yellow Maize,Export per Harbour,,Durban,92782
2023/24,4,Yellow Maize,RSA Export,BOTSWANA,,141
2023/24,4,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1234
2023/24,4,Yellow Maize,RSA Export,LESOTHO,,33
2023/24,4,Yellow Maize,RSA Export,MOZAMBIQUE,,1568
2023/24,4,Yellow Maize,RSA Export,NAMIBIA,,1763
2023/24,4,Yellow Maize,RSA Export,SAUDI ARABIA,,382
2023/24,4,Yellow Maize,RSA Export,"TAIWAN, PROV OF CHINA",,47723
2023/24,4,Yellow Maize,RSA Export,VIETNAM,,44677
2023/24,4,Yellow Maize,RSA Export,ZIMBABWE,,493
